Species,Abbreviation,Climatic type,Subfamily,C3/C4,decimalLatitude,decimalLongitude
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,11.63931,0.52668
Andropogon gayanus,Aga,tropical,Panicoideae,C4,11.63931,0.52668
Andropogon gayanus,Aga,tropical,Panicoideae,C4,11.63093,0.52453
Andropogon gayanus,Aga,tropical,Panicoideae,C4,11.63081,0.52421
Andropogon gayanus,Aga,tropical,Panicoideae,C4,11.63931,0.52668
Andropogon gayanus,Aga,tropical,Panicoideae,C4,11.63081,0.52381
Andropogon gayanus,Aga,tropical,Panicoideae,C4,11.49096,0.53964
Andropogon gayanus,Aga,tropical,Panicoideae,C4,11.40682,0.57534
Andropogon gayanus,Aga,tropical,Panicoideae,C4,11.4784,0.5491
Andropogon gayanus,Aga,tropical,Panicoideae,C4,11.87252,0.37535
Andropogon gayanus,Aga,tropical,Panicoideae,C4,11.87252,0.37535
Andropogon gayanus,Aga,tropical,Panicoideae,C4,11.868,0.37548
Andropogon gayanus,Aga,tropical,Panicoideae,C4,11.868,0.37548
Andropogon gayanus,Aga,tropical,Panicoideae,C4,11.64017,0.52118
Andropogon gayanus,Aga,tropical,Panicoideae,C4,11.64017,0.52118
Andropogon gayanus,Aga,tropical,Panicoideae,C4,11.63836,0.52119
Andropogon gayanus,Aga,tropical,Panicoideae,C4,11.63836,0.52119
Andropogon gayanus,Aga,tropical,Panicoideae,C4,11.64378,0.52115
Andropogon gayanus,Aga,tropical,Panicoideae,C4,11.6402,0.52484
Andropogon gayanus,Aga,tropical,Panicoideae,C4,11.64378,0.52115
Andropogon gayanus,Aga,tropical,Panicoideae,C4,11.6402,0.52484
Andropogon gayanus,Aga,tropical,Panicoideae,C4,11.6402,0.52484
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.98261,0.5241
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.98284,0.52412
Andropogon gayanus,Aga,tropical,Panicoideae,C4,11.5677,0.53587
Andropogon gayanus,Aga,tropical,Panicoideae,C4,11.52695,0.53281
Andropogon gayanus,Aga,tropical,Panicoideae,C4,11.63783,0.52318
Andropogon gayanus,Aga,tropical,Panicoideae,C4,11.52692,0.53324
Andropogon gayanus,Aga,tropical,Panicoideae,C4,11.63793,0.5272
Andropogon gayanus,Aga,tropical,Panicoideae,C4,11.38225,0.59237
Andropogon gayanus,Aga,tropical,Panicoideae,C4,14.822783,-0.628417
Andropogon gayanus,Aga,tropical,Panicoideae,C4,14.82235,-0.61975
Andropogon gayanus,Aga,tropical,Panicoideae,C4,14.822967,-0.6195
Andropogon gayanus,Aga,tropical,Panicoideae,C4,14.823683,-0.619167
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.022633,1.4638
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.021367,1.462967
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.022633,1.4638
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.025417,1.465733
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.02575,1.466833
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.022633,1.4638
Andropogon gayanus,Aga,tropical,Panicoideae,C4,14.826717,-0.620483
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.02615,1.4686
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.025833,1.4682
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.02615,1.4686
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.03545,1.494017
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.067567,1.5063
Andropogon gayanus,Aga,tropical,Panicoideae,C4,14.8233,-0.61925
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.24535,1.362117
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.246617,1.362333
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.24685,1.362433
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.026117,1.478117
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.036217,1.493533
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.0264,1.47745
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.02655,1.476733
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.025883,1.47655
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.026117,1.478117
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.024533,1.47875
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.024217,1.478817
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.025,1.47765
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.067283,1.502
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.069883,1.50155
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.133833,1.51655
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.133517,1.5149
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.133483,1.520833
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.072633,1.494667
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.072433,1.49385
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.072433,1.49385
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.070867,1.492367
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.071683,1.479433
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.070683,1.492567
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.072,1.478733
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.07205,1.4785
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.071983,1.47815
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.083767,1.4772
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.072283,1.500267
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.085367,1.475633
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.07135,1.500167
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.074267,1.503883
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.07505,1.502633
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.0674,1.50605
Andropogon gayanus,Aga,tropical,Panicoideae,C4,11.977283,0.30755
Andropogon gayanus,Aga,tropical,Panicoideae,C4,11.977283,0.30755
Andropogon gayanus,Aga,tropical,Panicoideae,C4,11.840133,0.245067
Andropogon gayanus,Aga,tropical,Panicoideae,C4,11.86,0.275183
Andropogon gayanus,Aga,tropical,Panicoideae,C4,12.151567,0.153767
Andropogon gayanus,Aga,tropical,Panicoideae,C4,14.87865,-0.6343
Andropogon gayanus,Aga,tropical,Panicoideae,C4,12.151567,0.152733
Andropogon gayanus,Aga,tropical,Panicoideae,C4,12.161017,0.14935
Andropogon gayanus,Aga,tropical,Panicoideae,C4,14.878967,-0.63365
Andropogon gayanus,Aga,tropical,Panicoideae,C4,14.8355,-0.57275
Andropogon gayanus,Aga,tropical,Panicoideae,C4,11.92715,0.400183
Andropogon gayanus,Aga,tropical,Panicoideae,C4,11.86015,0.40405
Andropogon gayanus,Aga,tropical,Panicoideae,C4,11.925533,0.407083
Andropogon gayanus,Aga,tropical,Panicoideae,C4,12.009917,0.325167
Andropogon gayanus,Aga,tropical,Panicoideae,C4,12.042133,0.3252
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.238283,1.344733
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.237617,1.343
Andropogon gayanus,Aga,tropical,Panicoideae,C4,12.043117,0.334483
Andropogon gayanus,Aga,tropical,Panicoideae,C4,12.043117,0.334483
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.241867,1.350733
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.025767,1.465083
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.0266,1.466817
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.027667,1.467817
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.0296,1.468733
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.0296,1.468733
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.242617,1.3591
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.041283,1.49645
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.066683,1.5049
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.040783,1.494417
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.041467,1.500483
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.04255,1.501167
Andropogon gayanus,Aga,tropical,Panicoideae,C4,11.8505,0.26225
Andropogon gayanus,Aga,tropical,Panicoideae,C4,12.151233,0.1537
Andropogon gayanus,Aga,tropical,Panicoideae,C4,12.15165,0.15265
Andropogon gayanus,Aga,tropical,Panicoideae,C4,12.10725,0.2025
Andropogon gayanus,Aga,tropical,Panicoideae,C4,11.8266,0.233233
Andropogon gayanus,Aga,tropical,Panicoideae,C4,11.9263,0.4075
Andropogon gayanus,Aga,tropical,Panicoideae,C4,11.838283,0.242133
Andropogon gayanus,Aga,tropical,Panicoideae,C4,14.84585,-0.60695
Andropogon gayanus,Aga,tropical,Panicoideae,C4,14.830067,-0.558267
Andropogon gayanus,Aga,tropical,Panicoideae,C4,14.833567,-0.5579
Andropogon gayanus,Aga,tropical,Panicoideae,C4,14.839833,-0.611967
Andropogon gayanus,Aga,tropical,Panicoideae,C4,14.823433,-0.619717
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.245367,1.36025
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.022083,1.469633
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.03165,1.525133
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.0226,1.469517
Andropogon gayanus,Aga,tropical,Panicoideae,C4,14.823683,-0.619167
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.03155,1.52595
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.023,1.469383
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.0434,1.4982
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.024367,1.468767
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.0181,1.470517
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.042567,1.496
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.042483,1.495733
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.043283,1.496017
Andropogon gayanus,Aga,tropical,Panicoideae,C4,11.923917,0.400433
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.04,1.493767
Andropogon gayanus,Aga,tropical,Panicoideae,C4,11.9247,0.4027
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.04025,1.493667
Andropogon gayanus,Aga,tropical,Panicoideae,C4,11.811767,0.433633
Andropogon gayanus,Aga,tropical,Panicoideae,C4,11.81205,0.433767
Andropogon gayanus,Aga,tropical,Panicoideae,C4,11.922767,0.4044
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.787133,-4.661033
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.871383,-4.834
Andropogon gayanus,Aga,tropical,Panicoideae,C4,11.075917,-4.753333
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.75845,-5.409133
Andropogon gayanus,Aga,tropical,Panicoideae,C4,11.097217,-4.601867
Andropogon gayanus,Aga,tropical,Panicoideae,C4,11.557083,-4.150883
Andropogon gayanus,Aga,tropical,Panicoideae,C4,11.183117,-4.4438
Andropogon gayanus,Aga,tropical,Panicoideae,C4,11.534267,-3.438267
Andropogon gayanus,Aga,tropical,Panicoideae,C4,13.540557,-2.382047
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,11.995,-3.952778
Andropogon gayanus,Aga,tropical,Panicoideae,C4,-12.779166,-48.226944
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,-16.33333,-62.5
Andropogon gayanus,Aga,tropical,Panicoideae,C4,-16.33333,-62.5
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,-0.05,-80.03333
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,-10.2,-75.216667
Andropogon gayanus,Aga,tropical,Panicoideae,C4,8.483333,21.15
Andropogon gayanus,Aga,tropical,Panicoideae,C4,8.483333,21.15
Andropogon gayanus,Aga,tropical,Panicoideae,C4,8.483333,21.15
Andropogon gayanus,Aga,tropical,Panicoideae,C4,8.416667,21.233333
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,8.41666,21.31666
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,-3.15,29.36666
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,5.25,-52.93333
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,-17.23333,-63.21666
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,-8.878,31.262817
Andropogon gayanus,Aga,tropical,Panicoideae,C4,-10.1072,30.918767
Andropogon gayanus,Aga,tropical,Panicoideae,C4,-10.8,35.05
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,-17.6069,145.9972
Andropogon gayanus,Aga,tropical,Panicoideae,C4,-18.15,144.3167
Andropogon gayanus,Aga,tropical,Panicoideae,C4,-24.55250002,133.2397
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,-15.66526901,128.667912
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,-13.113872,130.783165
Andropogon gayanus,Aga,tropical,Panicoideae,C4,-13.124156,130.658995
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,13.08333,30.35
Andropogon gayanus,Aga,tropical,Panicoideae,C4,13.08333,30.35
Andropogon gayanus,Aga,tropical,Panicoideae,C4,14.167222,32.108611
Andropogon gayanus,Aga,tropical,Panicoideae,C4,13.188333,30.218611
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,-16.465103,-54.578378
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,-15.536667,-47.973611
Andropogon gayanus,Aga,tropical,Panicoideae,C4,6.9375,2.19167
Andropogon gayanus,Aga,tropical,Panicoideae,C4,6.515783,2.26914
Andropogon gayanus,Aga,tropical,Panicoideae,C4,6.515783,2.26914
Andropogon gayanus,Aga,tropical,Panicoideae,C4,6.98611,2.20833
Andropogon gayanus,Aga,tropical,Panicoideae,C4,7.537355,2.124356
Andropogon gayanus,Aga,tropical,Panicoideae,C4,7.56434,2.069912
Andropogon gayanus,Aga,tropical,Panicoideae,C4,7.540529,2.083432
Andropogon gayanus,Aga,tropical,Panicoideae,C4,7.553851,2.075747
Andropogon gayanus,Aga,tropical,Panicoideae,C4,7.52298,2.092751
Andropogon gayanus,Aga,tropical,Panicoideae,C4,6.921729,2.132112
Andropogon gayanus,Aga,tropical,Panicoideae,C4,7.526256,2.081068
Andropogon gayanus,Aga,tropical,Panicoideae,C4,7.523854,2.080321
Andropogon gayanus,Aga,tropical,Panicoideae,C4,6.502304,2.257569
Andropogon gayanus,Aga,tropical,Panicoideae,C4,6.502304,2.257569
Andropogon gayanus,Aga,tropical,Panicoideae,C4,6.502304,2.257569
Andropogon gayanus,Aga,tropical,Panicoideae,C4,6.928413,2.140718
Andropogon gayanus,Aga,tropical,Panicoideae,C4,7.549868,2.133489
Andropogon gayanus,Aga,tropical,Panicoideae,C4,7.525877,2.09079
Andropogon gayanus,Aga,tropical,Panicoideae,C4,7.548568,2.084721
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.04854,3.394209
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.36433,3.381923
Andropogon gayanus,Aga,tropical,Panicoideae,C4,7.560842,2.081575
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.161942,3.417814
Andropogon gayanus,Aga,tropical,Panicoideae,C4,6.99583,2.16667
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.133879,3.420907
Andropogon gayanus,Aga,tropical,Panicoideae,C4,7.558281,2.139336
Andropogon gayanus,Aga,tropical,Panicoideae,C4,7.512505,2.105701
Andropogon gayanus,Aga,tropical,Panicoideae,C4,9.942715,3.114521
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.269333,3.422669
Andropogon gayanus,Aga,tropical,Panicoideae,C4,6.98628,2.175
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.29343,3.44441
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.051806,3.355611
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.051806,3.355611
Andropogon gayanus,Aga,tropical,Panicoideae,C4,6.975,2.175
Andropogon gayanus,Aga,tropical,Panicoideae,C4,6.516725,2.274279
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.047083,3.402525
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.294706,3.121799
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.293428,3.378472
Andropogon gayanus,Aga,tropical,Panicoideae,C4,9.913048,3.133127
Andropogon gayanus,Aga,tropical,Panicoideae,C4,9.913048,3.133127
Andropogon gayanus,Aga,tropical,Panicoideae,C4,6.96667,2.20833
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.450209,3.377912
Andropogon gayanus,Aga,tropical,Panicoideae,C4,6.95,2.19167
Andropogon gayanus,Aga,tropical,Panicoideae,C4,7.54118,2.140673
Andropogon gayanus,Aga,tropical,Panicoideae,C4,7.567034,2.114811
Andropogon gayanus,Aga,tropical,Panicoideae,C4,7.517304,2.104839
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.292836,3.354344
Andropogon gayanus,Aga,tropical,Panicoideae,C4,7.541922,2.127394
Andropogon gayanus,Aga,tropical,Panicoideae,C4,7.520223,2.089549
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.173546,3.382099
Andropogon gayanus,Aga,tropical,Panicoideae,C4,6.94586,2.19167
Andropogon gayanus,Aga,tropical,Panicoideae,C4,6.961185,2.073763
Andropogon gayanus,Aga,tropical,Panicoideae,C4,6.509795,2.265783
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.048451,3.369723
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.048219,3.364983
Andropogon gayanus,Aga,tropical,Panicoideae,C4,6.795786,1.747419
Andropogon gayanus,Aga,tropical,Panicoideae,C4,6.798466,1.745634
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,5.783333,0.633333
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,11.4,14.55
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.9,3.7
Andropogon gayanus,Aga,tropical,Panicoideae,C4,16.433333,-15.8
Andropogon gayanus,Aga,tropical,Panicoideae,C4,6.1,0.133333
Andropogon gayanus,Aga,tropical,Panicoideae,C4,7.333333,12.666667
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,9.166667,13.55
Andropogon gayanus,Aga,tropical,Panicoideae,C4,11.2,-4.3
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,13.716667,-8.45
Andropogon gayanus,Aga,tropical,Panicoideae,C4,15.083333,-23.666667
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,11.216667,-5.983333
Andropogon gayanus,Aga,tropical,Panicoideae,C4,12.133333,14.9
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,6.516667,1.533333
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,11.866667,3.383333
Andropogon gayanus,Aga,tropical,Panicoideae,C4,11.8,3.383333
Andropogon gayanus,Aga,tropical,Panicoideae,C4,9,13.416667
Andropogon gayanus,Aga,tropical,Panicoideae,C4,14.166667,32.108333
Andropogon gayanus,Aga,tropical,Panicoideae,C4,9.166667,13.55
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.266667,-4.9
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,-6.766667,38.916667
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,9.6,-4.3
Andropogon gayanus,Aga,tropical,Panicoideae,C4,11.4,14.55
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,8.316667,0.616667
Andropogon gayanus,Aga,tropical,Panicoideae,C4,-6.766667,38.916667
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,9.05,13.2
Andropogon gayanus,Aga,tropical,Panicoideae,C4,9.666667,13.916667
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,8.733333,-3.833333
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,9.666667,13.916667
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,7.7,14.95
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,7.316667,13.55
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,12.083333,15.033333
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.466667,-2.783333
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.2,3.35
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,7.98,-2.425
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,7.2,2.066667
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.466667,-2.783333
Andropogon gayanus,Aga,tropical,Panicoideae,C4,7.35,2.016667
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,14.653611,-17.471111
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,6.383333,14.35
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,12.083333,17.066667
Andropogon gayanus,Aga,tropical,Panicoideae,C4,14.766667,-17.466667
Andropogon gayanus,Aga,tropical,Panicoideae,C4,6.7,2.466667
Andropogon gayanus,Aga,tropical,Panicoideae,C4,6.1,0.133333
Andropogon gayanus,Aga,tropical,Panicoideae,C4,8.116667,13.833333
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,6.633333,1.716667
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.65,1.35
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.266667,-4.9
Andropogon gayanus,Aga,tropical,Panicoideae,C4,6.483333,2.616667
Andropogon gayanus,Aga,tropical,Panicoideae,C4,13.233333,2.283333
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,11.8,3.366667
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,10.616667,13.566667
Andropogon gayanus,Aga,tropical,Panicoideae,C4,7.833333,2.183333
Andropogon gayanus,Aga,tropical,Panicoideae,C4,4.983333,7.783333
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
Andropogon gayanus,Aga,tropical,Panicoideae,C4,6.966667,-5.733333
Andropogon gayanus,Aga,tropical,Panicoideae,C4,7.316667,13.55
Andropogon gayanus,Aga,tropical,Panicoideae,C4,,
