Species,Abbreviation,Climatic type,Subfamily,C3/C4,decimalLatitude,decimalLongitude
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-16.91526597,145.4175137
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-24.5818975,148.584171
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-24.87355293,151.125805
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-20.35690884,148.6258186
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-27.84020573,153.0591266
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-27.84020581,153.0424609
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-27.85687179,153.042461
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-20.10691031,148.4591528
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-21.82690104,149.420258
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-27.57354436,151.9591412
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-24.87354777,152.3591205
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-24.91521442,152.4174539
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-25.24021413,152.2924573
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-24.00688728,151.3257979
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-24.00688728,151.3257979
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-21.27357062,149.2091476
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-26.30687611,152.6757904
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-21.27357039,149.2758137
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-28.14020444,153.2424597
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-27.64020911,152.409135
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-26.19021072,152.592458
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-28.14020444,153.2424597
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-17.643611,145.458333
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-16.62082195,145.5425115
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-18.58192794,144.5841945
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-18.133333,144.814444
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-17.085556,145.35
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-19.611032,147.054988
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-16.5194336,145.4633451
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-11.74029727,142.5425353
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-11.62363058,142.8591978
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-16.96859836,145.5680671
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-25.49854564,152.5007887
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-26.67354553,151.9924694
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-19.42358467,146.9425033
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-20.35329853,148.4210992
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-21.140239,148.9424845
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-24.04383196,151.3799643
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-24.22355336,151.4091308
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-16.47361081,141.5092216
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-21.25779269,149.2040086
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-24.34021863,151.7591264
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-25.24021343,152.4591209
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-24.41521846,151.7507939
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-24.9152158,152.0841247
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-26.95687536,152.5757955
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-25.24854659,152.4174556
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-28.00687327,152.6924671
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-28.14020622,152.8757982
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-25.95688014,151.9257993
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-28.14020622,152.8757982
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-26.09021056,152.6757893
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-26.95687467,152.7257933
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-28.14020622,152.8757982
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-28.14020622,152.8757982
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-26.09021056,152.6757893
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-26.95687467,152.7257933
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-28.14020622,152.8757982
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-28.14020622,152.8757982
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-21.15690408,149.1924813
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-11.75696314,142.575868
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-25.74021169,152.5924556
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-17.02359853,145.4091801
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-15.69721639,145.0300151
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-16.9763761,145.6550111
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-14.67360963,145.4591739
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-19.84024954,147.1425024
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-23.20689313,150.4091398
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-12.64527209,143.3826796
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-17.90692865,145.1591856
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-27.57354276,152.2924703
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-27.91520551,153.0841267
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-24.87354777,152.3591205
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-27.91520551,153.0841267
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-24.87354777,152.3591205
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-24.5402181,151.7591274
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-26.17354339,152.6757897
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-24.87354777,152.3591205
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-24.25688587,151.5091295
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-27.58187356,152.7507966
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-27.77353859,153.1091255
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-20.25583301,148.813889
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-10.888889,142.398333
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-12.405278,142.822222
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-18.19026144,145.2091859
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-18.55692607,145.2258539
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-12.605,143.4075
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-19.58191771,146.7508393
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-26.09021005,152.7924546
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-26.09021005,152.7924546
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-11.75696314,142.575868
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-10.70696938,142.5425342
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-19.29025184,147.0425017
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-20.92357247,149.0258156
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-21.27357138,148.9924844
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-26.39020987,152.6924576
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-22.17356668,149.4924815
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-27.57354276,152.2924703
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-24.40688622,151.3257998
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-21.82356815,149.3924814
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-21.15690524,148.8591516
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-20.32357684,148.3591549
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-21.19023912,148.8591518
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-21.19023912,148.8591518
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-21.59023656,149.2091488
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-21.19023912,148.8591518
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-19.77359155,144.2091991
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-18.67303586,145.4883513
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-21.67634921,148.6747121
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-15.69027465,144.0425262
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-20.22932331,148.6283691
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-24.91522001,151.0841388
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-24.91522001,151.0841388
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-24.91522001,151.0841388
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-24.91522001,151.0841388
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-19.29025184,147.0425017
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-18.49025832,145.8925129
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-26.19021035,152.6757898
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-26.19021035,152.6757898
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-24.4152318,148.5841701
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-26.70687656,152.4091295
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-26.9152094,152.5841282
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-27.24854263,152.4174665
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-26.58187524,152.7507909
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-26.58187524,152.7507909
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-24.7485534,151.0841379
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-26.58187524,152.7507909
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-23.95688722,151.375797
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-12.79029126,142.7258678
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-12.45695916,142.6425352
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-12.67362495,142.6758682
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-26.34020916,152.8757877
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-27.2068731,152.9757911
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-26.0068774,152.525791
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-26.0068774,152.525791
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-25.32354574,152.5757867
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-26.12354401,152.5591241
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-27.09020737,152.9591237
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-24.40688677,151.1924687
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-25.91521206,152.4174591
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-26.32354301,152.6924573
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-22.15689759,150.0758067
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-26.24854216,152.9174536
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-25.15687978,152.425788
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-26.49020849,152.9591203
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-17.22359795,145.3091819
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-27.91520551,153.0841267
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-26.19021035,152.6757898
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-20.82357192,149.2924787
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-21.415237,149.2508146
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-26.05687766,152.4424595
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-24.4985482,152.5007837
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-24.91521442,152.4174539
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-20.42357554,148.6424856
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-24.92354785,152.3091215
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-18.74858979,146.0841774
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-16.4986006,145.5008446
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-20.26944401,148.837222
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-24.69021751,151.8091274
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-17.10693187,145.1425175
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-26.27354222,152.8924541
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-24.41521914,151.5841293
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-17.09026477,145.5925122
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-17.12359828,145.3425152
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-18.69025678,146.1591763
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-17.64026285,145.4591813
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-20.80690712,148.6591529
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-25.7485447,152.5841218
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-27.37354021,152.8924603
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-27.41520703,152.9174602
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-18.08192773,145.2508521
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-16.91526512,145.7508428
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-17.08193126,145.4175142
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-16.92359802,145.7758426
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-22.356899,149.5258149
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-22.67356417,149.7591462
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-18.4985895,146.5008386
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-21.19024017,148.5591557
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-18.27359176,146.0258436
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-18.74858979,146.0841774
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-18.08192582,145.9175113
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-19.17358667,146.5925067
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-20.41524277,148.5841523
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-21.62357276,148.2924948
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-12.72362381,143.2758618
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-17.64026313,145.3591825
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-18.87358895,146.2091764
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-17.0069313,145.5258457
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-21.08190529,148.9174846
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-21.30690362,149.1758151
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-20.69024142,148.692486
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-20.590242,148.6258195
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-21.40690405,148.9591513
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-17.22606,133.46677
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-16.09858,130.89121
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-16.12858,130.94121
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-16.11858,130.95121
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-13.7122,130.7159
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-18.63744,133.95427
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-18.75189,134.00816
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-11.4114,130.4189
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-12.556105,131.297073
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,9.175083,-8.375472
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,9.348852,2.557727
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,9.344787,2.547599
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,10.290887,3.383844
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,10.162556,3.260051
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,10.358411,2.495107
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,10.111787,2.41723
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,10.111787,2.41723
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,10.402988,2.409276
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,10.305046,2.376317
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,8.835985,1.676787
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-4.2,39.433333
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-6.833333,38
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-4.2,39.45
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,27.6017,-82.4819
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,27.81401,-81.47815
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,27.65409,-81.56789
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,25.6382,-80.3003
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,6.73,-61.63
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,6.63333,-57.9167
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,5.66,-67.62
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,5.16667,-59.4833
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,6.25,-57.51
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,6.8,-58.13
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,5.15,-52.68
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,5.33,-55.5
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,7.5,-60.1333
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,3,-59.5167
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,5.15,-52.68
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,5.66,-55.21
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,7.38333,-60.4833
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,5.23,-67.78
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,2.38333,-59.3
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-32.732329,151.054102
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-31.856954,152.431685
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-30.598409,152.967753
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-28.798413,152.96774
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-29.115077,153.417736
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-32.21508,152.284453
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-31.715084,151.70112
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-31.781746,152.217779
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-28.631748,152.901073
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-29.665078,152.917747
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-30.115077,153.017747
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-29.681745,152.934413
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,-28.36508,153.151067
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,,
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,10.733333,13.7
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,2.48722,-72.68389
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,10.661618,1.055106
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,9.000215,2.280557
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,6.971374,2.623898
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,7.786005,2.500538
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,7.422033,1.813236
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,8.913947,1.801775
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,10.505526,1.149333
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,9.880139,1.657277
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,10.930833,3.6975
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,7.480833,2.430833
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,6.9475,2.664167
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,10.5475,1.314167
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,9.080833,1.61928
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,10.933333,3.7
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,7.483333,2.433333
Sporobolus pyramidalis,Spy,tropical,Chloridoideae,C4,6.95,2.666667
